type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,B4:8C:9D:1B:16:3D,-89,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3169898,0,139,0,0,3.56982,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 -31 -11 -29 -26 -31 -22 -26 -18 -25 -20 -24 -10 -26 -12 -22 -8 -21 -3 -16 -3 -18 5 -14 5 -13 5 -15 6 -6 12 -7 15 -7 10 -4 13 -2 9 -2 8 -1 9 5 13 3 14 4 18 15 16 1 21 0 0 0 21 -3 16 -9 11 -12 -1 -6 7 -8 7 -13 -2 -8 -3 -9 2 -10 -5 -6 -3 -9 -3 -4 -7 -4 -1 -5 9 1 0 -4 3 4 7 -1 5 -2 5 11 9 9 18 11 14 15 11 7 17 16 19 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,B4:8C:9D:1B:16:3D,-85,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3187815,0,139,0,0,3.60148,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 46 10 36 11 39 21 30 12 33 11 26 14 25 3 20 2 12 -1 4 -7 3 -14 8 -19 6 -22 3 -20 3 -15 -1 -18 -4 -14 -5 -13 -4 -16 -12 -18 -16 -14 -18 -11 -19 -16 -19 -18 -16 -18 -7 -14 0 0 3 -18 6 -11 11 -6 18 1 16 11 17 11 14 19 6 17 14 17 8 21 8 18 6 16 9 8 8 7 11 8 6 3 7 -7 11 -5 4 -11 0 -12 2 -17 -3 -21 -4 -16 -2 -18 -9 -26 -9 -20 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,B4:8C:9D:1B:16:3D,-86,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3188734,0,151,0,0,3.64214,128,[-105 112 9 0 0 0 0 0 0 0 0 0 33 -2 27 4 20 5 14 1 9 2 7 -2 -1 -7 -3 -16 -3 -17 -14 -20 -16 -23 -12 -16 -11 -20 -11 -14 -14 -15 -15 -7 -17 -6 -18 -7 -20 -5 -21 2 -24 -3 -21 -10 -14 -10 -8 -11 -10 -12 0 -10 0 0 14 -7 14 -3 16 7 17 8 11 14 18 14 15 7 5 8 8 10 5 0 1 -1 6 3 7 -5 2 -4 -3 -8 0 -6 -7 -12 -7 -9 -15 -6 -9 -13 -15 -5 -13 -11 -13 -24 -21 -12 -27 -10 -20 -12 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,B4:8C:9D:1B:16:3D,-85,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3208109,0,139,0,0,3.68415,128,[-117 -80 8 0 0 0 0 0 0 0 0 0 -31 -13 -24 -11 -15 -10 -16 -7 -11 -1 -9 3 -12 6 -16 8 -9 13 -12 10 -15 10 -12 18 -16 10 -14 17 -15 11 -13 13 -11 17 -10 13 -9 12 -15 18 -14 17 -12 15 -19 7 -11 4 -10 7 2 2 0 0 10 -2 14 9 16 9 14 13 10 16 10 20 7 18 10 13 5 11 9 10 7 10 16 7 14 4 21 1 21 2 16 4 12 0 18 3 10 0 13 -1 12 -13 16 -11 15 -14 14 -17 17 -21 20 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,B4:8C:9D:1B:16:3D,-84,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3208382,0,151,0,0,3.72521,128,[-105 112 9 0 0 0 0 0 0 0 0 0 -6 -6 4 -12 11 -22 20 -18 18 -15 22 -4 19 4 12 10 5 10 4 6 -6 3 -14 9 -13 13 -8 21 -9 22 -3 23 1 5 5 -3 5 -10 0 -11 -3 -9 -21 -7 -23 -7 -25 -9 -18 -9 -9 -13 0 0 13 1 22 -1 19 1 13 -10 8 -16 -4 -16 -5 -15 -3 -7 2 9 12 16 14 17 13 22 10 12 1 3 -9 -4 -15 5 -7 12 -13 10 -7 12 -8 0 -18 -8 -18 -12 -12 -15 -12 -6 -6 -10 -7 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,B4:8C:9D:1B:16:3D,-86,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,3208671,0,151,0,0,3.76601,128,[-105 112 9 0 0 0 0 0 0 0 0 0 26 -21 24 -10 15 -13 6 -8 10 -11 0 -11 5 -17 -7 -7 -11 -17 -8 -17 -7 -18 -15 -20 -11 -15 -11 -16 -14 -14 -16 -14 -16 -7 -22 -13 -21 -11 -18 -8 -19 -18 -12 -14 -15 -6 -8 -6 -5 -6 4 -7 0 0 6 12 3 17 2 18 -7 22 -9 27 -13 18 -7 21 -4 18 -10 17 -7 10 -4 9 11 9 6 12 9 11 9 13 6 10 6 16 12 7 6 6 17 -7 9 -2 14 -16 13 -15 15 -14 16 -15 31 -16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-64,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,5444761,0,28,0,0,5.84439,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -4 -27 -4 -25 -5 -30 -3 -28 -2 -29 2 -25 1 -27 3 -24 1 -28 4 -26 5 -28 4 -28 8 -26 5 -26 5 -23 4 -27 4 -23 4 -24 4 -21 4 -21 4 -21 4 -22 4 -19 5 -21 4 -22 5 -20 0 0 2 -20 0 -21 -1 -20 -3 -21 -1 -18 -2 -19 -3 -19 -2 -18 -5 -19 -2 -18 -3 -19 -3 -16 -5 -16 -5 -16 -6 -18 -6 -17 -8 -18 -7 -16 -7 -15 -8 -15 -7 -16 -10 -15 -8 -15 -10 -15 -10 -13 -10 -12 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-64,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,5452750,0,157,0,0,5.87913,128,[-99 -48 9 0 0 0 0 0 0 0 0 0 -3 -31 -2 -28 -2 -33 -2 -31 1 -32 3 -27 2 -29 3 -28 3 -30 4 -29 7 -29 5 -30 8 -29 7 -29 6 -25 7 -31 5 -25 6 -26 6 -22 6 -24 4 -23 4 -25 4 -22 6 -22 3 -24 5 -22 0 0 1 -23 2 -25 1 -22 -2 -23 -1 -19 -2 -21 -3 -21 -3 -19 -6 -21 -2 -20 -3 -20 -4 -19 -5 -20 -5 -18 -6 -20 -7 -18 -8 -21 -7 -16 -8 -17 -10 -15 -9 -16 -11 -17 -11 -16 -11 -15 -12 -13 -12 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-65,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,5537049,0,135,0,0,5.93653,128,[-121 112 8 0 0 0 0 0 0 0 0 0 -26 -12 -22 -12 -28 -14 -24 -13 -26 -16 -18 -15 -22 -16 -19 -17 -22 -17 -20 -21 -19 -21 -19 -21 -17 -22 -18 -21 -14 -17 -22 -21 -16 -17 -17 -18 -14 -16 -14 -18 -14 -17 -17 -16 -14 -17 -15 -17 -15 -17 -13 -15 0 0 -15 -13 -18 -15 -16 -11 -20 -12 -15 -10 -16 -11 -17 -10 -16 -10 -18 -8 -17 -11 -18 -10 -14 -8 -17 -8 -14 -6 -19 -6 -17 -5 -21 -6 -16 -5 -17 -5 -17 -3 -17 -5 -18 -1 -18 -4 -18 -3 -16 0 -15 1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-70,11,1,4,1,1,1,0,0,0,0,-96,0,6,1,6056842,0,390,0,0,6.45634,384,[-122 -31 23 0 0 0 0 0 0 0 0 0 18 -11 16 -10 18 -10 16 -9 20 -10 18 -7 19 -6 20 -5 19 -6 20 -4 20 -4 21 -3 20 -2 19 -2 18 -3 21 -3 18 -3 19 -4 17 -2 18 -2 17 -2 18 -3 18 -2 18 -1 19 -2 16 -3 0 0 16 -2 17 -4 15 -3 17 -6 14 -3 15 -4 15 -4 15 -5 14 -5 16 -6 14 -6 14 -6 14 -7 12 -6 14 -9 12 -9 14 -9 12 -9 12 -9 11 -9 12 -9 11 -9 12 -11 10 -9 9 -10 10 -12 0 0 0 0 0 0 0 0 0 0 ]
