type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,40:91:51:FB:BC:00,-62,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,828755,0,28,0,0,1.22781,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -12 -25 -9 -24 -16 -22 -8 -28 -10 -29 -8 -24 -21 -31 -8 -25 -4 -25 -6 -27 7 -16 -7 -29 -3 -28 -5 -27 -2 -16 -5 -26 -4 -22 -5 -24 3 -16 -2 -20 -5 -21 -4 -20 3 -5 -5 -23 -6 -22 -4 -21 0 0 -7 -18 -8 -21 -8 -19 -8 -25 -9 -14 -9 -18 -11 -16 -8 -12 -8 -14 -16 -19 -11 -19 -9 -1 -13 -16 -10 -14 -14 -16 -15 1 -16 -13 -15 -11 -14 -13 -19 -5 -16 -11 -16 -12 -16 -12 -16 -18 -15 -9 -16 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-62,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,834026,0,157,0,0,1.26508,128,[-99 -48 9 0 0 0 0 0 0 0 0 0 1 -31 5 -32 4 -31 5 -33 6 -30 9 -28 10 -27 12 -26 11 -27 9 -26 8 -29 7 -29 9 -28 8 -29 11 -26 10 -26 10 -26 9 -22 10 -22 10 -21 11 -21 10 -22 7 -19 6 -23 5 -24 7 -22 0 0 6 -22 5 -22 4 -23 2 -21 2 -20 3 -21 3 -21 3 -20 1 -22 1 -20 -2 -22 -3 -20 -4 -22 -2 -22 -3 -20 -3 -23 -6 -20 -5 -20 -2 -21 -4 -20 -4 -21 -6 -21 -6 -19 -9 -20 -10 -19 -8 -19 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-62,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,923277,0,135,0,0,1.32193,128,[-121 112 8 0 0 0 0 0 0 0 0 0 18 -26 19 -22 22 -24 20 -23 22 -22 20 -18 21 -18 22 -17 22 -18 22 -17 23 -18 23 -18 24 -16 23 -17 22 -14 25 -16 21 -14 21 -13 19 -12 20 -12 19 -11 19 -13 18 -12 18 -12 19 -15 18 -12 0 0 17 -13 18 -15 16 -14 15 -16 12 -13 15 -15 14 -15 14 -14 13 -17 14 -15 14 -17 11 -16 12 -18 12 -15 12 -18 12 -18 12 -20 9 -17 11 -17 9 -18 10 -18 9 -20 9 -19 8 -19 7 -19 7 -19 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1440666,0,390,0,0,1.8398,128,[-122 -31 23 0 0 0 0 0 0 0 0 0 -23 -19 -22 -20 -23 -21 -22 -21 -21 -22 -17 -22 -17 -22 -15 -22 -16 -23 -16 -23 -17 -23 -18 -23 -15 -23 -16 -23 -13 -21 -15 -24 -13 -21 -13 -20 -11 -19 -12 -19 -11 -19 -12 -20 -12 -18 -13 -18 -14 -18 -13 -18 0 0 -14 -16 -14 -17 -15 -16 -16 -15 -13 -13 -15 -15 -15 -13 -15 -13 -16 -13 -16 -13 -17 -13 -17 -12 -18 -11 -17 -12 -18 -12 -18 -12 -19 -10 -18 -9 -18 -10 -18 -9 -19 -10 -20 -9 -19 -9 -20 -8 -19 -6 -19 -7 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1503933,0,390,0,0,1.90272,128,[-122 -31 23 0 0 0 0 0 0 0 0 0 -29 1 -28 -2 -31 -2 -30 -2 -30 -4 -26 -6 -27 -6 -25 -7 -27 -8 -26 -9 -28 -8 -27 -8 -27 -10 -26 -8 -23 -9 -27 -9 -23 -8 -23 -8 -20 -8 -20 -8 -20 -8 -21 -8 -20 -8 -21 -7 -22 -6 -20 -7 0 0 -20 -5 -22 -5 -20 -4 -22 -2 -18 -2 -20 -2 -20 -2 -19 -2 -21 0 -21 -1 -21 -1 -19 -1 -20 2 -19 0 -21 1 -21 1 -22 3 -18 2 -20 2 -20 4 -20 3 -21 4 -21 3 -20 5 -19 5 -18 5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1558346,0,82,0,0,1.95678,128,[82 -96 4 0 0 0 0 0 0 0 0 0 16 23 13 22 14 25 13 24 13 25 8 23 8 25 5 25 7 26 6 25 8 25 7 25 6 25 7 25 5 23 7 26 6 22 6 22 4 20 4 21 3 19 5 21 4 19 5 20 7 20 5 19 0 0 6 18 8 19 9 17 10 17 8 14 9 16 9 16 8 15 11 16 9 17 11 16 11 14 13 14 11 14 13 15 13 14 15 14 13 12 12 14 14 13 13 14 15 13 14 12 15 11 15 11 15 11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1583588,0,82,0,0,1.98557,128,[82 -96 4 0 0 0 0 0 0 0 0 0 -24 -16 -21 -18 -23 -18 -22 -19 -20 -20 -17 -20 -16 -22 -15 -22 -14 -23 -16 -20 -19 -20 -18 -20 -17 -21 -18 -20 -14 -20 -15 -22 -13 -20 -12 -18 -11 -18 -11 -19 -10 -19 -12 -19 -11 -16 -14 -16 -15 -17 -13 -17 0 0 -12 -16 -14 -17 -15 -16 -14 -13 -13 -13 -14 -14 -14 -14 -14 -13 -16 -14 -15 -12 -17 -11 -16 -10 -18 -9 -16 -11 -17 -11 -17 -11 -18 -9 -17 -8 -17 -11 -17 -10 -17 -11 -18 -10 -18 -8 -19 -7 -18 -5 -19 -6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1940098,0,82,0,0,2.33857,128,[82 -96 4 0 0 0 0 0 0 0 0 0 -30 -10 -27 -12 -30 -13 -29 -14 -29 -16 -24 -15 -24 -17 -24 -18 -24 -18 -24 -17 -25 -18 -25 -17 -24 -18 -24 -18 -20 -18 -23 -19 -20 -17 -20 -16 -18 -16 -18 -16 -17 -16 -19 -16 -18 -15 -19 -14 -21 -14 -19 -14 0 0 -19 -12 -20 -13 -20 -11 -21 -10 -18 -9 -20 -10 -20 -9 -19 -9 -21 -8 -20 -8 -21 -8 -20 -6 -22 -5 -20 -6 -22 -6 -22 -6 -23 -5 -20 -3 -20 -5 -21 -4 -22 -4 -22 -3 -22 -3 -22 -1 -21 0 -21 0 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,2442986,0,82,0,0,2.84154,128,[82 -96 4 0 0 0 0 0 0 0 0 0 30 6 29 8 31 8 30 9 29 10 26 13 25 13 23 15 25 15 24 15 26 13 26 14 25 14 24 14 23 14 25 14 22 13 21 12 19 13 19 13 18 14 20 13 18 11 20 10 21 10 19 10 0 0 20 8 21 8 21 6 21 5 18 5 20 6 20 6 19 6 21 4 19 6 22 2 20 3 22 0 21 2 21 1 22 1 23 -1 20 -1 22 1 21 -1 22 1 23 -1 21 -2 22 -4 21 -4 22 -4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-73,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,2583120,0,82,0,0,2.9814,384,[82 -96 4 0 0 0 0 0 0 0 0 0 20 -7 20 -6 21 -5 20 -4 21 -4 20 -2 19 -2 19 -1 20 -1 19 0 19 1 19 1 18 1 19 1 17 1 18 0 16 2 15 0 16 1 17 2 17 1 15 2 14 1 16 3 15 2 16 0 0 0 14 0 12 0 15 -2 14 -2 13 -1 14 -3 14 -3 14 -3 14 -3 13 -3 14 -4 12 -3 15 -5 13 -5 13 -6 13 -6 13 -7 12 -7 14 -7 12 -7 11 -8 12 -8 13 -9 12 -8 12 -7 11 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-72,11,1,6,1,1,1,0,0,0,0,-96,0,6,1,2808942,0,82,0,0,3.20737,384,[82 -96 4 0 0 0 0 0 0 0 0 0 19 12 18 10 18 15 17 15 17 15 15 15 15 16 14 17 15 15 12 17 13 16 12 17 12 18 10 17 10 18 12 17 11 16 11 15 9 15 9 16 7 15 10 14 9 15 9 13 10 14 9 13 0 0 10 13 11 12 10 11 11 11 9 9 10 10 10 10 10 10 13 8 12 10 12 7 11 9 13 8 13 7 12 7 12 6 15 6 13 5 14 6 14 5 14 5 15 5 15 6 13 5 14 3 15 4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,2849008,0,37,0,0,3.24746,128,[37 80 2 0 0 0 0 0 0 0 0 0 13 27 10 27 11 30 9 28 9 28 6 27 5 27 4 27 4 28 4 28 5 27 3 29 2 27 2 27 1 25 2 28 1 24 2 24 0 22 1 23 0 22 1 22 1 21 2 22 3 22 2 21 0 0 4 19 5 21 5 20 8 19 6 16 7 19 6 18 7 16 10 17 4 18 9 17 9 15 11 17 9 16 11 17 11 18 13 17 12 15 12 16 13 15 13 16 14 16 14 15 14 15 15 14 15 13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,2856591,0,37,0,0,3.27597,128,[37 80 2 0 0 0 0 0 0 0 0 0 -6 -28 -5 -27 -5 -29 -4 -28 -2 -29 0 -25 -1 -27 0 -26 1 -27 2 -26 1 -27 2 -27 3 -26 3 -26 3 -23 3 -26 3 -23 3 -22 3 -20 3 -21 3 -20 3 -21 3 -20 2 -20 1 -20 2 -20 0 0 0 -19 0 -21 -1 -19 -2 -19 -2 -17 -3 -19 -4 -18 -3 -18 -5 -19 -4 -19 -5 -19 -5 -18 -7 -18 -6 -18 -6 -19 -6 -19 -8 -19 -7 -17 -7 -18 -10 -17 -8 -18 -10 -19 -9 -18 -9 -18 -10 -17 -11 -16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,2858437,0,84,0,0,3.31855,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -27 10 -26 7 -29 8 -27 7 -29 5 -25 3 -27 1 -26 0 -28 0 -27 0 -27 2 -27 2 -27 0 -26 0 -23 -2 -27 -1 -22 -1 -22 -2 -21 -2 -21 -3 -21 -3 -22 -2 -20 -2 -21 -1 -22 0 -20 -1 0 0 -19 0 -21 1 -18 2 -20 3 -16 2 -19 3 -19 3 -18 3 -19 5 -20 4 -19 5 -17 6 -18 7 -17 5 -19 6 -18 6 -20 8 -15 7 -18 7 -18 8 -18 7 -17 9 -17 9 -17 10 -16 10 -15 11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,2860546,0,84,0,0,3.35985,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -14 -29 -11 -28 -11 -31 -10 -30 -8 -31 -6 -28 -4 -29 -1 -29 -2 -30 -2 -29 -6 -29 -5 -30 -4 -29 -4 -28 0 -26 -1 -29 -1 -25 0 -25 0 -23 2 -24 2 -23 1 -24 -1 -22 -3 -23 -4 -23 -3 -22 0 0 -3 -21 -3 -22 -4 -21 -5 -21 -5 -18 -4 -21 -5 -21 -4 -20 -7 -20 -6 -20 -9 -20 -9 -18 -11 -19 -8 -19 -10 -20 -10 -20 -12 -20 -11 -17 -10 -20 -10 -18 -10 -20 -12 -20 -13 -19 -14 -17 -15 -16 -14 -16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,40:91:51:FB:BC:00,-63,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,2862430,0,84,0,0,3.40534,128,[84 -64 4 0 0 0 0 0 0 0 0 0 23 25 19 27 20 27 19 30 16 28 14 29 10 31 7 30 8 31 9 28 14 29 13 29 11 29 12 29 7 28 9 29 8 27 8 25 6 25 4 25 3 25 5 24 6 22 10 22 10 22 8 22 0 0 8 21 10 20 11 21 11 18 11 18 10 20 11 19 9 19 13 19 12 17 16 17 15 15 18 15 15 16 15 16 17 15 18 15 17 14 16 17 16 16 15 16 17 15 17 13 21 12 21 10 20 11 0 0 0 0 0 0 0 0 0 0 ]
